fecha_raw,domain,url,title,V2Tone
20230603000000,coindesk.com,https://www.coindesk.com/es/markets/2023/06/02/para-los-asesores-financieros-los-activos-del-mundo-real-podrian-ser-un-camino-mas-seguro-hacia-las-criptomonedas/,"Para los asesores financieros, los activos del mundo real podr&#xED;an ser un camino m&#xE1;s seguro hacia las criptomonedas","1.22086570477248,2.5527192008879,1.33185349611543,3.88457269700333,22.0865704772475,1.44284128745838,829"
20230603000000,coindesk.com,https://www.coindesk.com/markets/2023/06/02/crypto-lender-celsius-800m-ether-staking-shake-up-stretches-ethereum-validator-queue-to-44-days/,Crypto Lender Celsius Network' $800M ETH Staking Shake-Up Stretches Ethereum Blockchain's Validator Queue to 44 Days,"0,2.4132730015083,2.4132730015083,4.82654600301659,22.473604826546,0,607"
20230603000000,coindesk.com,https://www.coindesk.com/podcasts/markets-daily/crypto-update-risk-assets-are-up-as-the-bureau-of-labor-statistics-bls-reports-339k-jobs-were-added-to-the-us-economy-in-may/,Crypto Update | Risk Assets Are Up As the Bureau of Labor Statistics (BLS) Reports 339K Jobs Were Added to the U.S. Economy In May,"-10.7142857142857,0,10.7142857142857,10.7142857142857,14.2857142857143,0,24"
20230603000000,coindesk.com,https://www.coindesk.com/markets/2023/06/02/why-did-bitcoins-price-rise-btc-hovers-over-27k-as-investors-shrug-off-hot-jobs-data/,Why Did Bitcoin's BTC Price Rise on Friday? BTC Hovers Over $27K as Crypto Investors Shrug Off Hot Jobs Data,"-1.89982728842832,1.89982728842832,3.79965457685665,5.69948186528497,22.279792746114,0,523"
