date,close,returns,label,rsi_14,macd,bb_upper,bb_lower,sma_7,sma_30,sentiment_avg,fear_greed,buy_hold,model,random,pred,in_market
2024-11-01,69496.01,-0.011389,0,57.88,1843.114361,72511.42823196,63810.82576804,69992.26428571,66067.74266667,0.0,75.0,11417.749100496694,9735.25282635642,10646.770399999461,0,0
2024-11-02,69374.74,-0.001747,0,57.4,1721.966643,72077.45718763,64895.26881237,70318.26142857,66355.14366667,0.0,72.0,11397.82521661592,9735.25282635642,10617.563676120675,0,0
2024-11-03,68775.99,-0.008668,0,54.95,1559.663256,72030.11299513,65211.81300487,70426.01714286,66578.14333333,0.0,74.0,11299.454428509922,9735.25282635642,10525.927062403965,0,0
2024-11-04,67850.01,-0.013555,1,51.32,1340.861191,72011.97653254,65307.53646746,70124.27428571,66771.21033333,0.0,70.0,11147.321848350599,9735.25282635642,10384.20903055528,0,0
2024-11-05,69372.01,0.022184,1,56.42,1275.567709,72076.66203878,65418.05096122,69643.64428571,66989.61366667,0.0,70.0,11397.376695110232,9735.25282635642,10373.824821524724,0,0
2024-11-06,75571.99,0.085602,1,70.15,1704.460761,73606.89152374,64702.84247626,70104.68,67434.54666667,0.0,70.0,12415.993678561477,9735.25282635642,11289.663008010642,0,0
2024-11-07,75857.89,0.003776,1,70.61,2043.870865,74873.06731597,64179.65568403,70899.80571429,67891.12666667,0.0,77.0,12462.965216464616,9735.25282635642,11278.373345002632,0,0
2024-11-08,76509.78,0.008557,1,71.68,2338.501107,76087.66811129,63778.23288871,71901.77285714,68420.252,0.0,75.0,12570.066566040265,9735.25282635642,11278.373345002632,0,0
2024-11-09,76677.46,0.002189,1,71.97,2556.063364,77146.83204299,63483.61595701,72945.01857143,68965.28766667,0.0,75.0,12597.615315517702,9735.25282635642,11278.373345002632,0,0
2024-11-10,80370.01,0.047033,1,77.34,2991.95159,78987.38169708,62942.31730292,74601.30714286,69559.62133333,0.0,78.0,13204.277618015918,9735.25282635642,11278.373345002632,0,0
2024-11-11,88647.99,0.098032,0,84.51,3959.714826,83108.09412518,60943.80387482,77572.44714286,70407.68033333,0.0,76.0,14564.296685282223,9735.25282635642,11278.373345002632,0,0
2024-11-12,87952.01,-0.007882,1,82.15,4617.289157,85950.95853332,60229.27546668,80226.73285714,71243.74666667,0.0,80.0,14449.951631242951,9735.25282635642,11178.636420500696,0,0
2024-11-13,90375.2,0.027179,0,83.84,5273.166948,88966.7027304,59431.2232696,82341.47714286,72053.45366667,0.0,84.0,14848.066220020532,9735.25282635642,11486.622104827786,0,0
2024-11-14,87325.59,-0.034326,1,74.32,5483.664512,90658.82865804,59801.82334196,83979.72,72728.502,0.0,88.0,14347.034839451118,9735.25282635642,11099.018894687128,0,0
2024-11-15,91032.07,0.041568,0,77.64,5881.76597,92878.20350577,59976.37949423,86054.33285714,73508.904,0.0,80.0,14955.985751683476,9735.25282635642,11570.10980346633,0,0
2024-11-16,90586.92,-0.004902,0,76.36,6091.129609,94661.32902978,60449.77597022,88041.39857143,74281.07533333,0.0,86.0,14882.850459281995,9735.25282635642,11513.531562644022,0,0
2024-11-17,89855.99,-0.008102,1,74.2,6127.438561,96104.60724277,60995.87575723,89396.53857143,74995.34166667,0.0,90.0,14762.763344208395,9735.25282635642,11502.018031081378,0,0
2024-11-18,90464.08,0.006745,1,74.84,6134.56599,97536.72845384,61336.52054616,89655.98,75731.54433333,0.0,83.0,14862.66863446205,9735.25282635642,11568.276748671546,0,0
2024-11-19,92310.79,0.020208,1,76.72,6217.556471,99082.24953304,61787.60446696,90278.66285714,76507.50433333,0.0,90.0,15166.071253423603,9735.25282635642,11804.42851580983,0,0
2024-11-20,94286.56,0.021178,1,78.57,6369.333442,100618.77295316,62650.53604684,90837.42857143,77404.473,0.0,83.0,15490.67760334626,9735.25282635642,11792.62408729402,0,0
2024-11-21,98317.12,0.04186,1,81.75,6737.18818,102549.36142759,63602.05857241,92407.64714286,78434.177,0.0,82.0,16152.872782817683,9735.25282635642,12284.438213334659,0,0
2024-11-22,98892.0,0.00583,0,82.16,6994.475759,104126.98584455,64976.16015545,93530.49428571,79508.28866667,0.0,94.0,16247.32188288679,9735.25282635642,12272.153775121324,0,0
2024-11-23,97672.4,-0.012409,1,78.18,7019.055192,104924.07692816,67068.71007184,94542.70571429,80490.75933333,0.0,93.0,16046.94941829543,9735.25282635642,12108.684844808222,0,0
2024-11-24,97900.04,0.002328,0,78.39,6976.482666,105084.63713457,69913.15286543,95691.85571429,81530.81633333,0.0,80.0,16084.349211538767,9735.25282635642,12096.576159963413,0,0
2024-11-25,93010.01,-0.05124,0,64.09,6473.536184,104191.9300635,73169.6599365,96055.56,82394.72466667,0.0,82.0,15280.94861870039,9735.25282635642,11480.869332988574,0,0
2024-11-26,91965.16,-0.011297,1,61.5,5922.367445,103778.42483492,75222.48216508,96006.18428571,83192.84,0.0,79.0,15109.286459280678,9735.25282635642,11351.896265223362,0,0
2024-11-27,95863.11,0.041511,0,66.87,5733.996297,103500.23374915,77501.19525085,96231.40571429,84056.20333333,0.0,75.0,15749.694665540017,9735.25282635642,11340.544368958139,0,0
2024-11-28,95643.98,-0.002288,1,66.31,5503.586922,102836.92296,80077.92604,95849.52857143,84819.78866667,0.0,77.0,15713.693010763118,9735.25282635642,11340.544368958139,0,0
2024-11-29,97460.0,0.018809,0,68.65,5405.215508,101799.40384442,83193.69915558,95644.95714286,85656.964,0.0,78.0,16012.053459391522,9735.25282635642,11340.544368958139,0,0
2024-11-30,96407.99,-0.010853,1,65.8,5182.624965,100788.30392473,85808.59707527,95464.32714286,86527.49666667,0.0,84.0,15839.214957854332,9735.25282635642,11340.544368958139,0,0
2024-12-01,97185.18,0.008029,0,66.89,5011.167475,101070.92449156,86379.69550844,95362.20428571,87450.469,0.0,81.0,15966.902294485813,9735.25282635642,11340.544368958139,0,0
2024-12-02,95840.62,-0.013932,1,63.13,4712.469013,100992.0002731,87247.4807269,95766.57714286,88332.665,0.0,80.0,15745.99970265984,9735.25282635642,11340.544368958139,0,0
2024-12-03,95849.69,9.5e-05,1,63.14,4425.466185,101071.08548741,87715.84451259,96321.51,89235.12166667,0.0,76.0,15747.489845537704,9735.25282635642,11340.544368958139,0,0
2024-12-04,98587.32,0.028161,0,67.46,4368.560194,100993.24033869,88919.86266131,96710.68285714,90259.69866667,0.0,78.0,16197.26491132915,9735.25282635642,11340.544368958139,0,0
2024-12-05,96945.63,-0.016792,1,62.72,4143.230542,101054.29857347,89450.16042653,96896.63285714,91178.81933333,0.0,84.0,15927.545764563825,9735.25282635642,11140.548319735311,0,0
2024-12-06,99740.84,0.028425,1,66.98,4142.453628,101405.66398463,90014.18701537,97222.46714286,91984.44766667,0.0,72.0,16386.780855372625,9735.25282635642,11461.761066187186,0,0
