date,close,returns,label,rsi_14,macd,bb_upper,bb_lower,sma_7,sma_30,sentiment_avg,fear_greed,buy_hold,model,random,pred,in_market
2024-12-07,99831.99,0.000913,1,67.11,4101.908711,101477.17481363,90940.27618637,97711.61,92783.58433333,0.0,75.0,16401.756216267593,9735.25282635642,11450.299305120998,0,0
2024-12-08,101109.59,0.012716,0,68.98,4125.314162,101708.15263698,91773.84936302,98272.24,93603.578,0.0,79.0,16611.657709184878,9735.25282635642,11585.237688339688,0,0
2024-12-09,97276.47,-0.038648,0,58.27,3790.863684,101499.43464695,92479.13535305,98477.36142857,94290.21166667,0.0,78.0,15981.900656483638,9735.25282635642,11146.034974849024,0,0
2024-12-10,96593.0,-0.007051,1,56.58,3431.107284,101438.27501808,92770.93898192,98583.54857143,94830.978,0.0,78.0,15869.610915278114,9735.25282635642,11067.722300424673,0,0
2024-12-11,101125.0,0.045851,0,64.02,3471.672985,101913.08717218,92576.91482782,98946.07428571,95246.87833333,0.0,74.0,16614.189473434923,9735.25282635642,11587.003381512586,0,0
2024-12-12,100004.29,-0.011144,1,61.23,3374.490637,102076.57715139,92524.65384861,99383.02571429,95648.621,0.0,83.0,16430.064002139265,9735.25282635642,11575.416378131074,0,0
2024-12-13,101424.25,0.014099,0,63.41,3373.168049,102608.01299028,92368.40300972,99623.51285714,96016.92266667,0.0,76.0,16663.35433078894,9735.25282635642,11728.035833913435,0,0
2024-12-14,101420.0,-4.2e-05,1,63.39,3333.352141,103077.22717652,92251.18482348,99850.37142857,96486.73633333,0.0,83.0,16662.656083023678,9735.25282635642,11716.30779807952,0,0
2024-12-15,104463.99,0.029572,1,67.88,3506.995835,103989.60927705,92484.20072295,100329.57142857,96934.467,0.0,80.0,17162.764133607026,9735.25282635642,12055.889650905596,0,0
2024-12-16,106058.66,0.01515,1,69.96,3730.285842,104908.30103718,92974.85896282,101584.17,97450.19166667,0.0,83.0,17424.758195684677,9735.25282635642,12239.925944652461,0,0
2024-12-17,106133.74,0.000708,0,70.06,3868.707064,106041.92856678,92868.29443322,102947.13285714,97992.78333333,0.0,87.0,17437.093358559,9735.25282635642,12248.590712243573,0,0
2024-12-18,100204.01,-0.057492,0,54.82,3460.042014,106025.62931222,93340.59668778,102815.56285714,98317.44766667,0.0,81.0,16462.876718298812,9735.25282635642,12236.34212153133,0,0
2024-12-19,97461.86,-0.027747,1,49.46,2881.685157,106025.5851131,93340.8268869,102452.35857143,98489.15,0.0,75.0,16012.359045472316,9735.25282635642,11889.58491878747,0,0
2024-12-20,97805.44,0.003519,0,50.12,2423.12494,105973.14353345,93533.01346655,101935.38571429,98606.446,0.0,74.0,16068.807037751996,9735.25282635642,11877.695333868682,0,0
2024-12-21,97291.99,-0.005264,0,49.09,1995.281181,105969.37750432,93547.46049568,101345.67,98572.275,0.0,73.0,15984.450493028782,9735.25282635642,11803.52556084971,0,0
2024-12-22,95186.27,-0.021881,0,45.01,1469.360045,106029.75224626,93421.65075374,100020.28142857,98448.75066667,0.0,73.0,15638.494190848298,9735.25282635642,11791.72203528886,0,0
2024-12-23,94881.47,-0.003207,1,44.43,1016.254198,106120.01395622,93234.56704378,98423.54,98355.71966667,0.0,70.0,15588.41750405964,9735.25282635642,11742.209297822672,0,0
2024-12-24,98663.58,0.039087,1,52.54,951.382276,106121.20057005,93241.00642995,97356.37428571,98381.171,0.0,73.0,16209.793940641819,9735.25282635642,11730.467088524849,0,0
2024-12-25,99429.6,0.007734,0,54.01,950.821741,106117.82042618,93492.78357382,97245.74428571,98595.15733333,0.0,73.0,16335.646117852604,9735.25282635642,11730.467088524849,0,0
2024-12-26,95791.6,-0.037275,0,46.65,649.336173,106170.94734734,93044.73265266,97007.13571429,98722.70533333,0.0,79.0,15737.946030788513,9369.673509664752,11289.963259894235,1,1
2024-12-27,94299.03,-0.015704,1,44.0,286.664277,106307.9328139,92354.4511861,96506.22,98670.56933333,0.0,74.0,15492.726344436327,9360.303836155086,11278.67329663434,0,0
2024-12-28,95300.0,0.010559,0,46.2,79.102258,106187.38749459,91894.03750541,96221.65,98659.10333333,0.0,72.0,15657.179301046704,9360.303836155086,11386.996320153914,0,0
2024-12-29,93738.2,-0.016524,0,43.33,-209.007042,106360.94506762,91366.65293238,96014.78285714,98535.04333333,0.0,73.0,15400.585569332383,9360.303836155086,11200.383404594455,0,0
2024-12-30,92792.05,-0.010145,1,41.65,-507.828208,106594.03117052,90753.47182948,95716.29428571,98414.512,0.0,65.0,15245.139187425928,9360.303836155086,11087.33191909274,0,0
2024-12-31,93576.0,0.008413,1,43.61,-673.622817,106441.05148975,90151.55151025,94989.49714286,98294.206,0.0,64.0,15373.937148738158,9360.303836155086,11181.002808549032,0,0
2025-01-01,94591.79,0.010797,1,46.13,-714.810584,106290.27375263,89761.07924737,94298.38142857,98252.57833333,0.0,66.0,15540.824936379397,9360.303836155086,11302.375284855947,0,0
2025-01-02,96984.79,0.024983,1,51.62,-548.039626,105921.12659928,89686.28040073,94468.83714286,98290.415,0.0,70.0,15933.979501619742,9360.303836155086,11588.304793713538,0,0
2025-01-03,98174.18,0.012189,1,54.13,-316.253039,105582.27993913,89700.54506087,95022.43,98276.64366667,0.0,74.0,16129.38865680203,9360.303836155086,11730.420004135656,0,0
2025-01-04,98220.5,0.000472,1,54.23,-127.354795,104603.7248472,90054.7511528,95439.64428571,98319.13933333,0.0,73.0,16136.998735975427,9360.303836155086,11735.954586187594,0,0
2025-01-05,98363.61,0.001456,1,54.55,33.509923,102984.13836529,90904.83263471,96100.41714286,98273.23166667,0.0,72.0,16160.510791901688,9360.303836155086,11753.054198395119,0,0
2025-01-06,102235.6,0.038609,0,62.39,468.038351,101692.65236991,91806.50463009,97449.49571429,98353.352,0.0,76.0,16796.653936517214,9360.303836155086,12215.702004078988,0,0
2025-01-07,96954.61,-0.053037,0,49.78,381.871525,101258.23847726,91915.97852274,97932.15428571,98214.85266667,0.0,78.0,15929.021121018422,8867.919622010379,11584.698712402496,1,1
2025-01-08,95060.61,-0.019728,0,46.17,158.921772,101166.8583123,91767.2336877,97999.12857143,98140.99066667,0.0,70.0,15617.849058099406,8859.051702388368,11573.114013690094,0,0
2025-01-09,92552.49,-0.026739,1,41.85,-217.642984,101168.94429264,91239.85270736,97365.94285714,98006.307,0.0,69.0,15205.78101456802,8616.68536316659,11573.114013690094,1,1
2025-01-10,94726.11,0.023214,0,46.52,-336.7979,101054.90567708,91097.30332292,96873.36142857,97793.01066667,0.0,50.0,15562.892851633509,8608.068677803425,11833.066782236177,0,0
2025-01-11,94599.99,-0.001332,0,46.29,-436.375594,101054.47118769,91039.10981231,96356.14571429,97612.86733333,0.0,69.0,15542.172143832377,8608.068677803425,11817.31203011371,0,0
2025-01-12,94545.06,-0.000581,0,46.18,-513.801245,101056.35673035,91003.58326965,95810.63857143,97383.561,0.0,62.0,15533.147496833357,8608.068677803425,11810.450243449523,0,0
2025-01-13,94536.1,-9.5e-05,1,46.16,-569.32184,100732.24826034,90914.94373966,94710.71,97154.09766667,0.0,61.0,15531.675426250595,8608.068677803425,11809.330971494106,0,0
2025-01-14,96560.86,0.021192,1,51.05,-444.813568,100304.5662897,91055.7517103,94654.46,96890.66,0.0,63.0,15864.330519236819,8608.068677803425,12062.261449669557,0,0
2025-01-15,100497.35,0.039958,0,58.87,-28.173257,101017.87387055,90813.01912945,95431.13714286,96705.283,0.0,70.0,16511.070600525145,8608.068677803425,12554.002840270363,0,0
2025-01-16,99987.3,-0.005088,1,57.59,257.887651,101550.99371038,90848.72628962,96493.25285714,96500.40166667,0.0,75.0,16427.272654014138,8608.068677803425,12490.288034370706,0,0
2025-01-17,104077.48,0.040092,1,64.31,805.352719,103019.7823056,90257.6856944,97829.16285714,96629.51733333,0.0,75.0,17099.263017430247,8608.068677803425,13001.2281868943,0,0
2025-01-18,104556.23,0.004589,0,65.01,1263.291417,104314.89413203,90044.37686797,99251.48285714,96865.99633333,0.0,77.0,17177.91857451709,8608.068677803425,12988.226958707404,0,0
2025-01-19,101331.57,-0.031327,1,56.92,1350.440979,104657.89855347,90555.32444653,100220.98428571,96983.534,0.0,77.0,16648.127600698484,8608.068677803425,12575.064267455937,0,0
2025-01-20,102260.01,0.009121,1,58.52,1477.394499,105116.50456906,90965.11943094,101324.4,97149.13466667,0.0,76.0,16800.664343093697,8608.068677803425,12562.489203188481,0,0
2025-01-21,106143.82,0.037276,0,64.47,1869.842705,106363.03861561,90873.78838439,102693.39428571,97514.38633333,0.0,76.0,17438.749437964612,8608.068677803425,13026.569840375005,0,0
2025-01-22,103706.66,-0.023229,1,58.78,1961.590299,106978.9910628,90930.0229372,103151.86714286,97808.55933333,0.0,84.0,17038.33966770922,8608.068677803425,12727.46778288199,0,0
2025-01-23,103910.34,0.001962,1,59.1,2027.365989,107553.25733012,90929.37266988,103712.30142857,97983.45133333,0.0,75.0,17071.802986492403,8608.068677803425,12714.740315099107,0,0
2025-01-24,104870.5,0.009198,0,60.67,2132.389724,108238.37519076,90909.25480924,103825.59,98164.81466667,0.0,75.0,17229.55112162035,8608.068677803425,12819.395769856845,0,0
2025-01-25,104746.85,-0.00118,0,60.35,2180.508721,108835.63376991,90950.32023009,103852.82142857,98463.323,0.0,75.0,17209.236218991027,8608.068677803425,12806.576374086988,0,0
2025-01-26,102620.0,-0.020514,0,54.95,2023.696441,108877.67648934,90946.71751066,104036.88285714,98740.68866667,0.0,73.0,16859.80839321525,8608.068677803425,12533.99655112586,0,0
2025-01-27,102082.83,-0.005248,0,53.64,1834.92458,109071.04470357,91266.17129643,104011.57142857,98966.783,0.0,71.0,16771.554804493917,8608.068677803425,12468.386660974153,0,0
2025-01-28,101335.52,-0.007348,1,51.8,1606.501105,109063.29770964,91901.40929036,103324.67142857,99220.027,0.0,72.0,16648.776560386203,8608.068677803425,12455.918274313179,0,0
2025-01-29,103733.24,0.023386,1,56.92,1600.500249,108871.0234595,93211.7585405,103328.46857143,99584.73333333,0.0,72.0,17042.706591379967,8608.068677803425,12737.889606822417,0,0
2025-01-30,104722.94,0.009496,0,58.86,1656.509833,108937.7342986,94144.7307014,103444.55428571,99956.298,0.0,70.0,17205.30795921046,8608.068677803425,12725.151717215595,0,0
2025-01-31,102429.56,-0.022143,0,52.91,1498.566688,108572.42095805,95293.00104195,103095.84857143,100217.557,0.0,76.0,16828.52032158785,8608.068677803425,12434.030782904969,0,0
2025-02-01,100635.65,-0.017669,0,48.75,1214.640444,107943.33180051,96531.14919949,102508.53428571,100339.25233333,0.0,68.0,16533.792404274725,8608.068677803425,12421.596752122065,0,0
2025-02-02,97700.59,-0.029599,1,42.83,744.213211,107325.08445956,97465.84554044,101805.76142857,100323.466,0.0,60.0,16051.580854649017,8348.655523100737,12421.596752122065,1,1
2025-02-03,101328.52,0.03646,0,50.79,656.571325,106773.25248577,98494.44351423,101698.00285714,100427.06666667,0.0,44.0,16647.626505243417,8340.306867577636,12869.966833510487,0,0
2025-02-04,97763.13,-0.03582,0,44.27,296.00516,107089.46818856,97904.80581144,101187.66142857,100407.05066667,0.0,72.0,16061.855775881833,8038.794310134504,12417.118503656957,1,1
2025-02-05,96612.43,-0.01184,0,42.37,-81.656709,107518.18428017,97138.60271983,100170.40285714,100219.61166667,0.0,54.0,15872.803139767304,8030.7555158243695,12404.7013851533,0,0
2025-02-06,96554.35,-0.000601,0,42.28,-381.24824,107671.76145815,96232.71254185,99003.46142857,100206.26966667,0.0,49.0,15863.260967954033,8030.7555158243695,12384.846870204889,0,0
2025-02-07,96506.8,-0.000493,0,42.19,-615.419402,107619.86302008,95479.66797992,98157.35285714,100254.476,0.0,44.0,15855.448807662693,8030.7555158243695,12378.747720154392,0,0
2025-02-08,96444.74,-0.000643,1,42.07,-796.824165,107791.66075254,94819.18724746,97558.65142857,100384.21766667,0.0,44.0,15845.252747353954,8030.7555158243695,12370.78739939448,0,0
2025-02-09,96462.75,0.000187,1,42.12,-928.433092,107831.9246719,94199.1973281,97381.81714286,100442.10566667,0.0,46.0,15848.211674942746,8030.7555158243695,12358.416611995084,0,0
2025-02-10,97430.82,0.009986,0,44.96,-943.740107,107124.55725439,94035.26474561,96825.00285714,100536.46666667,0.0,43.0,16007.25937238204,8030.7555158243695,12358.416611995084,0,0
2025-02-11,95778.2,-0.017107,1,41.24,-1076.810845,106889.19208638,93477.78391362,96541.44142857,100577.57133333,0.0,47.0,15735.744496658052,8030.7555158243695,12358.416611995084,0,0
2025-02-12,97869.99,0.021605,0,47.2,-1001.930758,106422.50333985,93340.43766015,96721.09285714,100688.701,0.0,46.0,16079.412189104396,8030.7555158243695,12358.416611995084,0,0
2025-02-13,96608.14,-0.012977,1,44.28,-1032.506407,105719.9244788,93216.7805212,96728.77714286,100690.277,0.0,50.0,15872.098320258376,8030.7555158243695,12358.416611995084,0,0
2025-02-14,97500.48,0.009194,1,46.79,-973.511416,104892.12831743,93319.93968257,96870.73142857,100590.38133333,0.0,48.0,16018.704063988658,8030.7555158243695,12358.416611995084,0,0
2025-02-15,97569.66,0.000709,0,46.99,-910.677489,104430.95098275,93276.08301725,97031.43428571,100509.79333333,0.0,50.0,16030.069894671204,8030.7555158243695,12358.416611995084,0,0
2025-02-16,96118.12,-0.014989,0,43.32,-966.862903,104042.81670987,93067.74629013,96982.20142857,100244.48133333,0.0,54.0,15791.591174391651,8030.7555158243695,12358.416611995084,0,0
2025-02-17,95780.0,-0.003524,0,42.49,-1026.836969,103734.82745537,92820.18354463,96746.37,99951.94033333,0.0,51.0,15736.040225123343,8030.7555158243695,12358.416611995084,0,0
2025-02-18,95671.74,-0.001131,1,42.21,-1070.759477,102800.02017212,92948.84082788,96731.16142857,99763.27933333,0.0,47.0,15718.253800872228,8030.7555158243695,12332.103463077472,0,0
2025-02-19,96644.37,0.010115,1,45.67,-1015.380593,101214.67955668,93726.32444332,96556.07285714,99576.09133333,0.0,44.0,15878.050677090243,8030.7555158243695,12319.771359614395,0,0
2025-02-20,98305.0,0.017037,0,51.05,-827.949381,100232.28387339,94296.26412661,96798.48142857,99314.79733333,0.0,49.0,16150.881544484759,8030.7555158243695,12518.929228711266,0,0
2025-02-21,96181.98,-0.021833,1,44.92,-841.023965,99582.06570363,94501.11529637,96610.12428571,99063.97466667,0.0,55.0,15802.08296316568,8030.7555158243695,12248.567221375539,0,0
2025-02-22,96551.01,0.003829,0,46.13,-812.244976,99513.80380138,94454.41919862,96464.60285714,98818.66366667,0.0,49.0,15862.71222735734,8030.7555158243695,12295.56239408569,0,0
2025-02-23,96258.0,-0.003039,0,45.28,-803.814999,98235.99497082,95225.17602918,96484.58571429,98531.58033333,0.0,50.0,15814.572562016316,8030.7555158243695,12283.266831691604,0,0
2025-02-24,91552.88,-0.050115,0,34.34,-1163.38724,99118.17563948,93721.97036052,95880.71142857,98091.78133333,0.0,49.0,15041.551497242539,7630.571560322852,12283.266831691604,1,1
2025-02-25,88680.4,-0.031878,0,29.63,-1660.989112,100407.61834104,91639.32465896,94881.94857143,97627.128,0.0,25.0,14569.621440593317,7391.161678344302,12283.266831691604,1,1
2025-02-26,84250.09,-0.051249,1,24.13,-2385.33452,102245.60903324,88570.90796676,93111.33714286,97032.70333333,0.0,21.0,13841.749897789326,7021.912808298774,12283.266831691604,1,1
2025-02-27,84708.58,0.005427,0,25.67,-2889.083607,103132.89907902,86503.79592098,91168.99142857,96478.472,0.0,10.0,13917.07686670577,7014.890895490475,12337.76240455792,0,0
2025-02-28,84349.94,-0.004243,1,25.24,-3279.444246,103706.03208608,84721.18291392,89478.7,95832.362,0.0,16.0,13858.154612933184,6978.205991825464,12325.42464215336,1,1
2025-03-01,86064.53,0.020123,1,31.18,-3411.133359,103787.43363733,83599.95936267,87980.63142857,95210.415,0.0,20.0,14139.850762542645,6971.227785833638,12325.42464215336,0,0
2025-03-02,94270.0,0.091066,0,51.19,-2820.867868,103480.90836551,83590.40263449,87696.63142857,94938.42966667,0.0,26.0,15487.956901465624,6971.227785833638,12325.42464215336,0,0
2025-03-03,86220.61,-0.089254,1,39.16,-2968.379089,103457.43963481,82658.11236519,86934.87857143,94457.92833333,0.0,33.0,14165.493706354895,6971.227785833638,12325.42464215336,0,0
2025-03-04,87281.98,0.012235,1,41.12,-2965.455184,102974.46654146,82082.28445854,86735.10428571,94110.64133333,0.0,15.0,14339.869995911578,6971.227785833638,12325.42464215336,0,0
2025-03-05,90606.01,0.037377,0,46.91,-2664.205228,102524.65179084,81931.88620916,87643.09285714,93753.22433333,0.0,20.0,14885.986823949966,6971.227785833638,12782.028900270281,0,0
2025-03-06,89931.89,-0.007468,0,45.92,-2451.597824,101883.32646471,81816.35253529,88389.28,93492.183,0.0,25.0,14775.23322782802,6971.227785833638,12769.246871370011,0,0
2025-03-07,86801.75,-0.035426,0,41.56,-2506.784413,101207.28102954,81415.60697046,88739.53857143,93165.16033333,0.0,34.0,14260.971284308833,6971.227785833638,12312.47982937226,0,0
2025-03-08,86222.45,-0.006696,0,40.79,-2567.66639,100690.1077887,80943.2132113,88762.09857143,92820.76366667,0.0,28.0,14165.796006563854,6971.227785833638,12300.167349542888,0,0
2025-03-09,80734.37,-0.065766,0,34.29,-3023.900346,100615.03734915,79513.72065085,86828.43714286,92295.016,0.0,27.0,13264.139631133756,6520.979927296869,11505.74143506772,1,1
2025-03-10,78595.86,-0.026845,1,32.14,-3517.481589,100582.36916666,77838.80083334,85739.18714286,91700.05333333,0.0,20.0,12912.796142077288,6348.250756507234,11494.235693632652,1,1
2025-03-11,82932.99,0.053714,1,40.31,-3518.123399,99660.59151147,77389.44048853,85117.90285714,91249.06133333,0.0,24.0,13625.358807994904,6341.902505750727,11494.235693632652,0,0
2025-03-12,83680.12,0.008969,0,41.61,-3418.933554,98116.31272993,77471.23127007,84128.49,90790.70466667,0.0,34.0,13748.10747925609,6341.902505750727,11586.187633284559,0,0
2025-03-13,81115.78,-0.031124,1,38.5,-3506.821242,96977.31047216,77103.61352784,82869.04571429,90301.95733333,0.0,45.0,13326.802849992227,6141.4101708922835,11231.13407461929,1,1
2025-03-14,83983.2,0.034739,1,43.58,-3306.975285,95356.55976073,77467.58323927,82466.39571429,89839.06433333,0.0,27.0,13797.901581066808,6135.268760721391,11628.151504128626,0,0
2025-03-15,84338.44,0.004221,0,44.2,-3084.376255,93497.54385251,78134.64314749,82197.25142857,89430.07433333,0.0,46.0,13856.265236627183,6135.268760721391,11616.523352624497,0,0
2025-03-16,82574.53,-0.021136,1,41.76,-3015.536489,92677.42408929,78056.92791071,82460.13142857,88932.54266667,0.0,30.0,13566.466127068848,6135.268760721391,11362.194120746306,0,0
2025-03-17,84010.03,0.017235,0,44.44,-2812.72429,92295.14041094,77972.17458906,83233.58428571,88480.555,0.0,32.0,13802.309578135506,6135.268760721391,11350.83192662556,0,0
2025-03-18,82715.03,-0.015535,1,42.54,-2725.076849,92290.79731593,77823.01168407,83202.44714286,88033.78533333,0.0,34.0,13589.549376720443,6135.268760721391,11350.83192662556,0,0
2025-03-19,86845.94,0.048734,0,49.91,-2295.820912,92439.03162316,77888.51337684,83654.70714286,87735.98333333,0.0,32.0,14268.231418131638,6135.268760721391,11905.791423654902,0,0
2025-03-20,84223.39,-0.030663,0,45.89,-2142.552348,92435.90381433,77878.98618567,84098.65142857,87354.37166667,0.0,49.0,13837.363258887566,6135.268760721391,11546.263582766702,0,0
2025-03-21,84088.79,-0.001599,0,45.68,-2008.79091,92338.91053706,77778.40546294,84113.73571429,86935.85233333,0.0,31.0,13815.249341427745,6135.268760721391,11534.717319183936,0,0
2025-03-22,83840.59,-0.002956,1,45.28,-1900.899289,90394.36670846,78680.00829154,84042.61428571,86453.70533333,0.0,32.0,13774.471671936457,6135.268760721391,11534.717319183936,0,0
2025-03-23,86082.5,0.026389,1,49.57,-1615.864323,90379.4246276,78681.1393724,84543.75285714,86117.056,0.0,30.0,14142.803118387765,6135.268760721391,11831.314239618572,0,0
2025-03-24,87498.16,0.016312,0,52.11,-1261.201779,90412.4012863,78669.7807137,85042.05714286,85815.29433333,0.0,45.0,14375.386984592591,6135.268760721391,12025.884777375475,0,0
2025-03-25,87392.87,-0.001204,0,51.9,-977.358797,89703.20610772,79057.66189228,85710.32,85519.79,0.0,46.0,14358.088512309198,6135.268760721391,12011.413554115352,0,0
2025-03-26,86909.17,-0.00555,1,50.89,-782.422458,89034.89865918,79423.69734082,85719.35285714,85364.99966667,0.0,47.0,14278.619701942815,6135.268760721391,11999.402140561237,0,0
2025-03-27,87232.01,0.003708,0,51.57,-595.024443,89108.47023558,79393.15176442,86149.15571429,85316.72,0.0,40.0,14331.66024512802,6135.268760721391,11999.402140561237,0,0
2025-03-28,84424.38,-0.032715,0,45.64,-665.392215,88930.68441188,79391.13058812,86197.09714286,85322.52966667,0.0,44.0,13870.384627908737,6135.268760721391,11999.402140561237,0,0
2025-03-29,82648.54,-0.021259,0,42.33,-854.603294,88808.74817538,79704.48382462,86026.80428571,85253.86166667,0.0,26.0,13578.625495799914,6135.268760721391,11999.402140561237,0,0
2025-03-30,82389.99,-0.003133,1,41.86,-1013.731594,88261.78750951,80630.85749049,85499.30285714,85188.53,0.0,32.0,13536.147387633224,6135.268760721391,11999.402140561237,0,0
2025-03-31,82550.01,0.00194,1,42.29,-1114.087139,88278.29541562,80576.05158438,84792.42428571,85071.37933333,0.0,34.0,13562.437648197267,6135.268760721391,11999.402140561237,0,0
2025-04-01,85158.34,0.031108,0,48.96,-971.945219,88348.57647442,80653.59252558,84473.20571429,84767.65733333,0.0,34.0,13990.96955256557,6135.268760721391,12366.168315610852,0,0
2025-04-02,82516.29,-0.031517,1,43.48,-1060.265992,88204.18105351,80938.03894649,83845.65142857,84644.18,0.0,44.0,13556.897668280884,6135.268760721391,12353.80214729524,0,0
2025-04-03,83213.09,0.008409,1,45.22,-1061.79519,88207.98924208,80857.21975792,83271.52,84508.55033333,0.0,25.0,13671.377443065454,6135.268760721391,12353.80214729524,0,0
2025-04-04,83889.87,0.0081,0,46.93,-996.904902,88196.00944266,80824.34255734,83195.16142857,84284.679,0.0,28.0,13782.568060141659,6135.268760721391,12353.80214729524,0,0
2025-04-05,83537.99,-0.004203,0,46.12,-962.774392,88161.92927277,80954.76872723,83322.22571429,84071.549,0.0,30.0,13724.75643104982,6135.268760721391,12289.68156038966,0,0
2025-04-06,78430.0,-0.063095,1,36.36,-1332.537162,88807.19530328,79751.49969672,82756.51285714,83792.49066667,0.0,34.0,12885.54640693698,6135.268760721391,12277.39187882927,0,0
2025-04-07,79163.24,0.009306,0,38.37,-1548.559649,89138.01357055,79065.50242945,82272.68857143,83557.18366667,0.0,23.0,13006.0130402077,6135.268760721391,12277.39187882927,0,0
2025-04-08,76322.42,-0.036545,1,33.89,-1926.778753,89521.45583735,77629.70816265,81010.41428571,83410.11866667,0.0,24.0,12539.284518675699,5909.1858874079535,11824.97355112191,1,1
2025-04-09,82615.22,0.079227,0,48.3,-1699.156926,89447.65292953,77542.69407047,81024.54714286,83544.09733333,0.0,18.0,13573.15123332026,5903.276701520545,11813.148577570788,0,0
2025-04-10,79607.3,-0.037088,1,43.43,-1741.405158,89462.11194538,77080.08605462,80509.43428571,83433.241,0.0,39.0,13078.969252594086,5903.276701520545,11813.148577570788,0,0
2025-04-11,83423.84,0.046828,1,50.28,-1450.207219,89436.00694566,77064.51605434,80442.85857143,83424.69833333,0.0,25.0,13706.002317542847,5903.276701520545,11813.148577570788,0,0
2025-04-12,85276.9,0.021969,0,53.24,-1057.711658,89328.19608362,77091.76691638,80691.27428571,83563.40233333,0.0,43.0,14010.448200812496,5903.276701520545,11813.148577570788,0,0
2025-04-13,83760.0,-0.017948,1,50.58,-859.153464,88809.08138703,77237.06561297,81452.70285714,83555.96233333,0.0,45.0,13761.231251371177,5903.276701520545,11813.148577570788,0,0
2025-04-14,84591.58,0.009879,0,52.0,-627.460139,88350.47631384,77415.54168616,82228.18,83564.40033333,0.0,31.0,13897.854516462095,5903.276701520545,11918.500597522852,0,0
2025-04-15,83643.99,-0.011265,1,50.23,-514.374711,87866.61913714,77572.88086286,83274.11857143,83600.049,0.0,38.0,13742.171551783409,5903.276701520545,11784.990241276915,0,0
2025-04-16,84030.38,0.004609,1,50.97,-389.090063,87298.61093258,77820.72606742,83476.28428571,83600.72733333,0.0,29.0,13805.652952729175,5903.276701520545,11839.43052299144,0,0
2025-04-17,84947.91,0.01086,0,52.74,-213.305225,87373.68766006,77798.00233994,84239.22857143,83675.15666667,0.0,30.0,13956.397252037563,5903.276701520545,11827.591092468449,0,0
2025-04-18,84474.69,-0.005586,1,51.7,-110.900975,87539.10772577,77815.19727423,84389.35,83596.115,0.0,33.0,13878.650238513519,5903.276701520545,11827.591092468449,0,0
2025-04-19,85077.01,0.007105,1,52.97,18.642422,87787.21801262,77835.78898738,84360.79428571,83624.569,0.0,32.0,13977.607554742337,5903.276701520545,11827.591092468449,0,0
2025-04-20,85179.24,0.001201,1,53.19,128.079188,88027.33517972,77858.59482028,84563.54285714,83660.91733333,0.0,37.0,13994.403288634741,5903.276701520545,11829.961526233057,0,0
2025-04-21,87516.23,0.027067,1,58.12,398.787204,88461.05988026,77660.65911974,84981.35,83783.43866667,0.0,39.0,14378.355769796892,5903.276701520545,11818.131564706824,0,0
2025-04-22,93442.99,0.065527,1,67.48,1079.125767,90716.01361627,76498.37538373,86381.20714286,84028.78833333,0.0,47.0,15352.084458089355,5903.276701520545,11818.131564706824,0,0
2025-04-23,93691.08,0.002651,1,67.8,1619.647481,92542.64912914,75719.53887086,87761.30714286,84235.219,0.0,72.0,15392.844055285543,5903.276701520545,11837.65905146649,0,0
2025-04-24,93980.47,0.003084,1,68.2,2047.760876,94127.37933301,75143.86866699,89051.67285714,84454.80566667,0.0,63.0,15440.388977824156,5903.276701520545,11825.821392415022,0,0
2025-04-25,94638.68,0.006979,0,69.14,2412.347828,95660.05052679,74721.26647321,90503.67142857,84712.456,0.0,60.0,15548.528662900144,5903.276701520545,11896.73712386654,0,0
2025-04-26,94628.0,-0.000113,0,69.1,2669.649766,96769.68548152,75231.43151848,91868.09857143,84958.989,0.0,65.0,15546.774007339442,5903.276701520545,11895.394573944217,0,0
2025-04-27,93749.3,-0.009329,1,66.09,2770.720518,97524.92244649,75934.80055351,93092.39285714,85269.81966667,0.0,61.0,15402.40922820167,5903.276701520545,11784.935901964203,0,0
2025-04-28,95011.18,0.01337,0,68.23,2918.994635,97886.41462759,77442.18437241,94163.1,85681.90766667,0.0,54.0,15609.728025855444,5903.276701520545,11773.15096606224,0,0
2025-04-29,94256.82,-0.007971,0,65.57,2941.722052,98583.10054383,77909.65845617,94279.36142857,86077.46866667,0.0,60.0,15485.791511925356,5903.276701520545,11773.15096606224,0,0
2025-04-30,94172.0,-0.0009,1,65.26,2919.238267,98787.60072507,79161.62827493,94348.06428571,86464.86833333,0.0,56.0,15471.856129466649,5903.276701520545,11773.15096606224,0,0
2025-05-01,96489.91,0.024316,1,69.48,3053.259595,99622.99340051,79632.84259949,94706.55571429,86842.58733333,0.0,53.0,15852.673888896756,5903.276701520545,11773.15096606224,0,0
2025-05-02,96887.14,0.004108,0,70.15,3155.154942,100484.17908024,79932.68091976,95027.76428571,87321.61566667,0.0,67.0,15917.936232377915,5903.276701520545,11773.15096606224,0,0
2025-05-03,95856.42,-0.010695,0,66.1,3116.808619,100913.36787003,80713.13412997,95203.25285714,87743.06,0.0,65.0,15748.595541410707,5903.276701520545,11773.15096606224,0,0
2025-05-04,94277.62,-0.016608,1,60.35,2925.301857,101064.9575223,81530.1484777,95278.72714286,88089.31833333,0.0,64.0,15489.20881863534,5903.276701520545,11773.15096606224,0,0
