sharpe_strategy,sharpe_bnh,cumret_strategy,cumret_bnh,n_trades,split
-1.8642762971683042,1.1279831374048628,-0.03540022055840242,0.057792299614530585,8,1
-0.6195747490008159,0.22796876350086118,-0.029941596981700958,0.011609877499111132,43,2
-3.49917815316726,-0.9277251905205323,-0.16979033362359797,-0.05720178385118457,25,3
-6.154199951481733,-1.9987468874260403,-0.2855069437543314,-0.1189315850102296,48,4
-5.278940233692731,-2.3091282885731874,-0.36533374440747546,-0.22180722288294374,42,5
